Disease,Province,Age_Group,Gender,Reported_Cases,Deaths,Hospitalized,Recovered,Month,Year,Season,Urban_Rural,Vaccinated,Travel_History,Comorbidity,Quarantined,ICU_Admission,Symptom_Fever,Symptom_Cough,Symptom_Rash,Contact_Tracing,Lab_Confirmed,Follow_Up,Days_Hospitalized,Region_Code
Measles,Jiangsu,45-64,Male,21,1,0,0,7,2021,Summer,Rural,0,0,0,1,0,1,1,0,0,1,1,0,214
Chickenpox,Shanghai,45-64,Female,24,0,0,1,9,2019,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,0,0,959
Hepatitis B,Zhejiang,25-44,Male,21,0,0,1,5,2022,Spring,Rural,0,0,0,1,0,1,1,0,1,1,0,0,235
Rabies,Zhejiang,25-44,Male,20,0,1,1,4,2019,Spring,Urban,0,0,0,0,0,0,1,0,0,1,0,9,466
Scarlet Fever,Shanghai,65+,Female,21,0,0,1,1,2022,Winter,Urban,0,0,0,0,0,0,0,0,1,1,0,0,120
Syphilis,Sichuan,25-44,Female,20,0,1,1,6,2019,Summer,Rural,1,1,1,0,0,0,1,0,1,1,0,17,461
HIV/AIDS,Beijing,45-64,Male,18,0,1,1,11,2018,Autumn,Rural,1,0,0,0,0,0,0,0,1,0,1,19,370
Measles,Guangdong,25-44,Female,14,0,1,1,8,2020,Summer,Rural,1,0,0,1,0,1,1,0,0,1,1,22,318
Chickenpox,Beijing,0-14,Male,24,2,1,0,4,2022,Spring,Rural,1,0,0,0,1,1,0,0,0,1,0,4,418
Chickenpox,Zhejiang,15-24,Male,24,0,1,1,1,2019,Winter,Urban,1,0,0,0,0,1,0,0,0,1,1,7,565
Chickenpox,Sichuan,65+,Male,21,1,0,0,5,2018,Spring,Urban,0,0,0,0,0,0,0,0,0,1,0,0,503
Chickenpox,Shandong,0-14,Female,16,0,1,1,10,2021,Autumn,Rural,0,1,0,1,0,1,1,0,0,1,0,24,220
Influenza,Zhejiang,0-14,Male,14,0,0,1,5,2018,Spring,Rural,1,0,0,0,0,1,0,0,0,1,1,0,161
COVID-19,Sichuan,65+,Female,16,0,1,1,6,2020,Summer,Urban,1,0,0,1,0,0,0,0,0,1,0,18,862
Mumps,Shanghai,45-64,Female,31,0,1,1,10,2022,Autumn,Urban,0,0,1,0,0,0,0,0,0,0,0,23,535
Rabies,Sichuan,65+,Male,19,0,1,1,9,2021,Autumn,Rural,1,0,0,0,0,0,0,0,1,1,1,16,513
Typhoid,Shanghai,25-44,Male,22,0,1,1,6,2018,Summer,Rural,1,1,1,1,0,0,0,0,0,1,0,9,998
Chickenpox,Henan,0-14,Male,17,0,1,1,8,2019,Summer,Urban,1,0,1,0,0,1,0,0,0,1,0,17,228
Syphilis,Guangdong,25-44,Male,22,1,1,0,10,2019,Autumn,Rural,0,1,0,1,0,0,1,0,0,0,1,29,345
Typhoid,Yunnan,45-64,Female,15,0,1,0,3,2022,Spring,Urban,0,0,0,1,0,0,0,0,0,1,0,1,109
COVID-19,Sichuan,25-44,Male,21,0,0,1,10,2021,Autumn,Rural,1,0,0,0,0,1,1,0,1,1,1,0,916
Tuberculosis,Hunan,65+,Male,14,1,1,0,2,2018,Winter,Urban,1,0,0,1,0,1,0,0,0,1,1,16,676
Tuberculosis,Jiangsu,25-44,Female,22,0,1,1,4,2018,Spring,Rural,0,0,0,0,0,1,0,0,0,1,0,27,858
Syphilis,Zhejiang,45-64,Male,23,0,0,1,12,2018,Winter,Urban,1,0,0,0,0,0,1,0,0,1,0,0,516
Mumps,Jiangsu,45-64,Male,29,0,1,1,9,2022,Autumn,Urban,1,0,0,0,0,0,0,0,0,1,0,24,990
COVID-19,Beijing,45-64,Male,22,0,0,1,9,2022,Autumn,Rural,1,1,0,0,0,0,0,0,0,0,0,0,448
Syphilis,Yunnan,65+,Female,31,0,0,1,3,2021,Spring,Urban,0,1,0,1,0,0,0,0,0,0,1,0,518
Influenza,Beijing,45-64,Female,17,0,0,1,12,2018,Winter,Rural,1,0,0,0,0,1,0,0,0,1,1,0,264
Scarlet Fever,Henan,0-14,Male,19,0,1,1,1,2018,Winter,Urban,1,0,1,0,0,1,1,0,1,1,1,19,278
Syphilis,Yunnan,45-64,Male,17,0,1,1,1,2021,Winter,Rural,1,0,1,1,0,1,0,0,0,1,1,6,153
Dysentery,Yunnan,25-44,Female,16,0,1,0,4,2021,Spring,Rural,0,1,0,0,0,0,1,0,0,1,0,27,418
Typhoid,Beijing,25-44,Male,19,0,1,1,4,2021,Spring,Urban,1,0,0,0,0,0,0,0,0,1,1,20,145
Measles,Shanghai,25-44,Male,26,0,1,1,11,2019,Autumn,Rural,0,0,0,1,0,1,0,0,0,1,0,25,529
Malaria,Beijing,65+,Female,23,0,1,1,12,2021,Winter,Rural,1,0,0,0,0,1,1,0,0,1,1,12,476
Mumps,Jiangsu,25-44,Female,13,0,0,1,10,2020,Autumn,Rural,1,0,0,0,0,0,1,0,0,1,1,0,277
Syphilis,Shanghai,65+,Female,16,1,1,0,6,2022,Summer,Rural,0,0,0,1,0,0,0,0,1,1,1,6,618
COVID-19,Jiangsu,65+,Male,25,0,0,1,5,2021,Spring,Urban,1,1,0,0,0,1,0,1,0,1,0,0,695
HIV/AIDS,Henan,45-64,Male,20,0,0,1,6,2019,Summer,Urban,0,0,0,0,0,0,0,0,0,0,0,0,227
Tuberculosis,Zhejiang,0-14,Male,15,0,1,1,10,2020,Autumn,Rural,0,0,0,1,0,1,1,1,0,1,1,12,590
Dysentery,Shandong,45-64,Male,19,0,1,1,7,2019,Summer,Urban,0,0,0,0,0,1,0,1,1,1,0,7,825
Rabies,Shanghai,45-64,Female,15,0,1,1,7,2019,Summer,Rural,1,0,0,1,0,1,1,0,0,1,0,15,333
Chickenpox,Henan,65+,Male,27,1,0,0,10,2019,Autumn,Rural,0,0,1,0,0,0,1,0,0,1,0,0,111
Malaria,Hunan,65+,Male,15,1,1,0,10,2019,Autumn,Rural,0,0,0,0,0,0,0,0,0,1,0,8,685
Brucellosis,Henan,25-44,Female,23,1,1,0,9,2018,Autumn,Urban,0,0,0,0,1,0,0,1,1,1,1,12,649
Mumps,Beijing,25-44,Female,17,1,1,0,6,2022,Summer,Rural,0,0,0,1,0,0,1,0,1,1,1,26,962
Measles,Beijing,45-64,Male,19,1,0,0,8,2018,Summer,Rural,1,0,0,0,0,1,0,0,1,1,1,0,587
Malaria,Shandong,15-24,Female,19,0,0,1,2,2020,Winter,Urban,0,0,0,0,0,0,0,0,0,0,1,0,760
Syphilis,Henan,15-24,Female,15,0,1,1,8,2018,Summer,Rural,1,1,0,0,0,0,0,1,0,1,0,11,506
Influenza,Guangdong,25-44,Male,20,1,1,0,9,2020,Autumn,Urban,1,1,0,1,0,1,0,0,0,1,0,25,578
Tuberculosis,Zhejiang,15-24,Male,19,0,1,1,4,2021,Spring,Urban,0,0,1,0,0,1,1,0,0,1,1,14,783
COVID-19,Beijing,25-44,Male,22,0,1,1,5,2020,Spring,Urban,0,0,0,0,0,0,0,0,0,1,0,19,313
Tuberculosis,Shandong,65+,Male,27,0,0,1,5,2018,Spring,Rural,0,1,0,0,0,1,0,0,1,1,1,0,848
Rabies,Zhejiang,45-64,Female,21,0,0,1,2,2018,Winter,Rural,0,0,0,0,0,1,1,0,1,1,1,0,120
Influenza,Henan,0-14,Female,20,0,0,1,5,2020,Spring,Rural,1,0,0,1,0,0,0,0,0,0,1,0,972
Chickenpox,Henan,45-64,Male,20,0,1,1,9,2018,Autumn,Rural,1,0,0,1,0,0,0,0,1,1,1,29,567
COVID-19,Yunnan,25-44,Male,21,0,1,1,4,2020,Spring,Rural,1,0,0,1,0,0,1,0,0,1,1,25,959
Typhoid,Shandong,25-44,Female,24,1,1,0,10,2019,Autumn,Rural,1,0,0,1,0,0,1,0,1,1,1,16,842
Hepatitis B,Beijing,45-64,Male,19,0,1,1,3,2022,Spring,Rural,1,0,0,0,0,0,1,0,0,1,0,9,544
Dysentery,Guangdong,25-44,Male,24,1,1,0,7,2020,Summer,Rural,0,0,0,0,0,1,0,0,0,1,0,28,819
Tuberculosis,Henan,15-24,Male,18,0,1,1,8,2019,Summer,Rural,1,0,0,1,1,0,1,0,0,1,0,0,986
HIV/AIDS,Guangdong,15-24,Male,27,0,1,0,10,2019,Autumn,Rural,1,0,0,0,0,1,0,1,0,1,1,10,310
Tuberculosis,Henan,25-44,Female,22,0,0,1,6,2019,Summer,Rural,1,0,0,1,0,0,0,0,0,1,0,0,763
Malaria,Beijing,25-44,Male,19,0,1,1,6,2019,Summer,Rural,0,1,0,0,0,0,0,0,0,0,0,10,348
Tuberculosis,Zhejiang,15-24,Female,20,0,1,1,5,2020,Spring,Urban,1,0,0,0,0,1,0,0,0,1,0,14,206
Mumps,Sichuan,25-44,Male,19,1,1,0,11,2018,Autumn,Urban,1,1,1,1,0,0,0,0,0,1,1,3,770
Tuberculosis,Zhejiang,25-44,Male,18,0,1,1,6,2019,Summer,Rural,1,0,0,1,0,1,0,1,0,0,1,24,616
Hepatitis B,Henan,45-64,Female,17,1,1,0,9,2021,Autumn,Rural,1,1,0,0,0,0,1,0,1,1,0,3,564
Hepatitis B,Jiangsu,0-14,Male,26,0,0,1,2,2019,Winter,Urban,0,0,1,0,0,1,1,0,0,1,0,0,804
Chickenpox,Sichuan,15-24,Female,22,0,1,1,10,2018,Autumn,Urban,1,0,0,0,0,0,0,0,1,1,0,14,776
Measles,Sichuan,45-64,Male,18,0,0,1,11,2018,Autumn,Rural,1,0,0,0,0,1,1,1,0,1,0,0,705
Typhoid,Guangdong,0-14,Male,17,0,0,1,3,2022,Spring,Rural,0,0,0,0,0,1,0,0,1,0,1,0,387
HIV/AIDS,Shandong,25-44,Male,26,0,1,1,1,2022,Winter,Rural,1,0,0,0,0,0,0,1,0,1,0,8,805
Tuberculosis,Guangdong,25-44,Male,19,0,0,1,4,2019,Spring,Rural,1,0,1,0,0,0,1,0,0,1,1,0,901
Tuberculosis,Guangdong,45-64,Male,20,0,1,1,2,2019,Winter,Rural,0,0,0,1,0,0,0,0,1,1,0,23,847
Dysentery,Jiangsu,25-44,Female,25,0,0,1,6,2022,Summer,Urban,0,0,0,1,0,0,0,0,1,1,1,0,128
Hepatitis B,Zhejiang,45-64,Male,23,0,1,1,8,2021,Summer,Urban,0,1,0,0,0,0,1,0,0,0,1,3,232
HIV/AIDS,Hunan,0-14,Male,20,0,1,1,10,2020,Autumn,Urban,1,0,0,1,0,0,0,0,0,1,1,18,257
Chickenpox,Henan,45-64,Female,20,0,1,1,6,2022,Summer,Rural,0,0,0,0,1,1,0,0,0,0,1,8,718
Rabies,Jiangsu,15-24,Female,19,0,0,1,9,2022,Autumn,Rural,0,0,0,1,0,0,0,0,0,1,1,0,272
Measles,Hunan,45-64,Male,26,0,0,1,12,2018,Winter,Urban,1,0,1,0,0,0,0,0,0,0,0,0,757
Typhoid,Beijing,25-44,Male,19,0,0,1,6,2019,Summer,Rural,1,0,0,1,0,0,1,0,0,1,1,0,433
Influenza,Henan,25-44,Female,23,0,1,1,10,2022,Autumn,Urban,1,0,0,1,1,1,1,0,0,0,1,24,520
Typhoid,Henan,65+,Male,19,1,1,0,7,2022,Summer,Urban,0,1,0,0,0,0,1,0,0,1,1,25,878
Mumps,Yunnan,65+,Female,31,0,1,0,5,2021,Spring,Rural,0,0,0,0,0,0,1,1,0,1,1,3,359
Malaria,Yunnan,65+,Male,20,0,1,1,8,2019,Summer,Rural,0,1,0,0,0,1,0,0,0,0,1,12,980
Mumps,Shanghai,0-14,Female,17,0,1,0,8,2020,Summer,Rural,1,0,0,0,1,0,1,0,1,1,1,20,657
Tuberculosis,Shanghai,65+,Female,17,1,1,0,10,2021,Autumn,Urban,0,0,0,0,0,1,0,0,0,1,1,18,991
Brucellosis,Guangdong,0-14,Male,22,0,1,1,9,2020,Autumn,Urban,1,0,0,0,1,1,1,0,0,1,0,13,998
Measles,Beijing,65+,Female,17,1,1,0,12,2018,Winter,Urban,1,0,0,1,0,1,1,0,0,1,1,4,920
Malaria,Sichuan,0-14,Male,24,0,1,1,6,2022,Summer,Rural,0,1,0,1,0,1,0,0,0,0,0,17,763
HIV/AIDS,Sichuan,45-64,Male,21,0,1,1,1,2021,Winter,Urban,1,0,0,0,0,0,0,1,0,1,0,17,965
Influenza,Yunnan,45-64,Male,25,1,0,0,9,2020,Autumn,Rural,1,0,0,0,0,0,0,0,1,1,0,0,235
Hepatitis B,Yunnan,25-44,Male,17,0,1,1,3,2019,Spring,Rural,0,0,0,0,0,1,0,0,1,0,0,28,315
Measles,Yunnan,0-14,Female,20,0,0,1,9,2018,Autumn,Urban,1,0,0,1,0,0,0,1,0,1,0,0,563
Measles,Jiangsu,15-24,Male,19,0,1,1,7,2018,Summer,Rural,0,0,0,0,0,1,0,0,0,1,1,14,745
Mumps,Shandong,25-44,Male,23,0,0,1,12,2022,Winter,Urban,1,0,0,0,0,0,1,0,0,0,1,0,952
Brucellosis,Shanghai,45-64,Male,15,0,1,0,3,2022,Spring,Rural,1,0,0,0,0,0,0,1,0,1,1,16,323
Tuberculosis,Jiangsu,0-14,Male,16,0,1,1,9,2020,Autumn,Rural,1,0,0,0,0,0,0,1,0,1,0,2,842
Syphilis,Zhejiang,65+,Female,18,0,1,1,7,2020,Summer,Urban,1,0,0,0,0,0,0,0,0,1,0,1,953
Chickenpox,Sichuan,15-24,Male,20,1,0,0,7,2018,Summer,Rural,0,0,0,0,0,0,0,0,1,0,0,0,594
Mumps,Henan,45-64,Female,15,0,1,1,7,2020,Summer,Urban,1,1,0,1,0,0,0,0,0,0,0,17,812
Measles,Shanghai,25-44,Female,19,0,1,1,2,2022,Winter,Rural,1,0,1,0,0,1,0,0,0,1,0,21,117
Scarlet Fever,Hunan,0-14,Female,21,0,0,1,11,2018,Autumn,Urban,1,1,0,1,0,1,1,0,0,1,1,0,303
Dysentery,Zhejiang,15-24,Male,23,2,1,0,4,2018,Spring,Urban,0,0,1,0,0,0,0,1,1,1,1,15,233
Influenza,Shanghai,0-14,Male,16,0,1,1,10,2019,Autumn,Rural,1,0,1,1,0,1,0,0,0,1,1,5,446
Chickenpox,Jiangsu,65+,Male,30,0,1,1,8,2019,Summer,Rural,0,0,0,0,0,1,0,1,0,1,1,8,207
Mumps,Beijing,25-44,Male,20,1,1,0,12,2020,Winter,Urban,0,0,0,0,1,1,1,1,0,1,1,21,522
Influenza,Henan,0-14,Female,11,1,1,0,2,2020,Winter,Urban,1,0,0,0,0,0,0,0,0,1,0,9,978
Dysentery,Shanghai,45-64,Female,14,0,1,1,4,2022,Spring,Urban,0,0,0,0,0,0,0,0,1,1,0,21,612
Rabies,Shandong,25-44,Male,20,0,0,1,10,2022,Autumn,Urban,0,0,0,1,0,0,0,0,1,0,1,0,114
Dysentery,Yunnan,45-64,Male,15,0,0,1,8,2019,Summer,Rural,1,0,0,1,0,1,0,0,0,1,0,0,753
Brucellosis,Yunnan,0-14,Male,18,0,1,1,12,2018,Winter,Rural,0,0,0,0,0,1,0,0,0,1,0,16,604
Dysentery,Henan,25-44,Male,17,1,1,0,3,2021,Spring,Rural,0,0,0,0,0,1,0,0,0,1,0,6,688
Influenza,Jiangsu,45-64,Male,16,1,0,0,12,2021,Winter,Rural,0,0,0,0,0,0,0,0,1,1,1,0,603
Typhoid,Yunnan,65+,Male,19,0,0,0,6,2020,Summer,Rural,1,0,0,0,0,0,1,0,0,1,1,0,952
Influenza,Shanghai,65+,Male,17,0,0,1,12,2021,Winter,Urban,0,0,0,1,0,1,1,1,0,1,1,0,273
Syphilis,Hunan,0-14,Female,20,0,1,1,2,2021,Winter,Urban,1,0,0,1,0,1,0,0,1,1,0,5,210
Tuberculosis,Sichuan,25-44,Female,20,2,0,0,8,2019,Summer,Rural,1,0,0,1,0,0,0,0,1,1,0,0,216
Malaria,Sichuan,15-24,Female,28,0,0,1,8,2018,Summer,Rural,0,0,0,0,0,0,0,0,1,1,1,0,140
Typhoid,Zhejiang,25-44,Female,17,0,1,1,12,2022,Winter,Urban,0,0,0,0,0,1,0,0,1,1,0,7,981
Hepatitis B,Guangdong,65+,Male,17,0,1,1,1,2019,Winter,Rural,1,1,1,0,0,0,1,0,1,0,1,16,105
Malaria,Beijing,45-64,Male,23,0,1,1,3,2022,Spring,Rural,1,0,1,0,0,1,0,0,1,1,0,7,375
Tuberculosis,Henan,15-24,Male,12,0,1,1,2,2019,Winter,Urban,0,1,0,0,0,1,0,0,0,1,0,7,167
Mumps,Zhejiang,0-14,Male,24,1,0,0,7,2019,Summer,Rural,0,1,0,0,0,0,0,0,1,1,0,0,907
Chickenpox,Guangdong,15-24,Male,22,0,0,1,7,2021,Summer,Rural,1,1,0,1,0,1,0,1,0,1,1,0,590
Syphilis,Jiangsu,0-14,Female,26,0,0,0,4,2022,Spring,Rural,1,1,0,0,0,1,1,0,1,1,1,0,715
Syphilis,Shandong,15-24,Male,20,0,0,1,12,2019,Winter,Rural,0,0,0,0,0,1,0,0,0,1,1,0,226
Hepatitis B,Shandong,0-14,Female,26,1,1,0,12,2021,Winter,Urban,1,0,0,0,0,0,0,0,0,1,1,6,685
Typhoid,Beijing,0-14,Male,17,0,1,1,8,2020,Summer,Rural,1,0,0,0,0,0,0,1,0,1,0,11,224
Brucellosis,Yunnan,15-24,Female,16,0,0,1,3,2022,Spring,Rural,0,1,0,0,0,0,0,0,0,1,0,0,936
Rabies,Zhejiang,0-14,Female,18,1,1,0,5,2020,Spring,Urban,1,0,0,1,0,1,0,0,1,1,1,28,450
Dysentery,Zhejiang,65+,Male,15,1,1,0,2,2021,Winter,Urban,0,0,0,0,0,0,0,0,0,1,1,14,911
Typhoid,Henan,15-24,Male,16,0,1,0,9,2019,Autumn,Rural,1,0,0,0,0,1,1,0,1,0,1,18,408
Chickenpox,Henan,25-44,Male,18,0,1,1,1,2021,Winter,Urban,1,1,1,0,0,1,0,1,1,1,0,2,823
Rabies,Shandong,45-64,Male,13,0,1,1,11,2021,Autumn,Urban,1,0,0,1,0,0,0,0,0,1,1,10,348
Syphilis,Shandong,0-14,Female,21,0,1,1,8,2021,Summer,Rural,1,1,0,1,0,0,0,0,1,1,1,23,617
Influenza,Hunan,0-14,Male,19,1,1,0,6,2022,Summer,Urban,1,0,0,0,1,1,1,1,0,0,1,0,142
Chickenpox,Hunan,45-64,Female,20,0,0,1,12,2020,Winter,Rural,1,0,0,0,0,0,1,0,1,1,1,0,864
Tuberculosis,Yunnan,65+,Male,14,0,0,1,1,2020,Winter,Rural,0,0,0,0,0,0,1,0,1,1,0,0,502
Hepatitis B,Hunan,45-64,Female,14,0,1,1,4,2018,Spring,Rural,0,1,1,0,1,0,0,0,0,1,1,2,245
Tuberculosis,Shanghai,15-24,Male,21,0,0,1,3,2019,Spring,Urban,1,0,0,0,0,0,1,0,0,1,0,0,385
COVID-19,Shanghai,45-64,Male,16,2,0,0,7,2021,Summer,Rural,1,1,0,1,0,1,1,1,1,1,1,0,298
Chickenpox,Zhejiang,0-14,Female,16,0,1,0,7,2019,Summer,Urban,1,0,1,1,1,0,0,0,1,0,1,1,500
HIV/AIDS,Sichuan,45-64,Male,16,0,0,1,6,2020,Summer,Urban,0,1,0,0,0,1,1,0,1,1,1,0,728
HIV/AIDS,Shanghai,25-44,Male,20,0,1,1,10,2020,Autumn,Rural,1,0,0,1,0,1,0,1,0,1,0,2,280
Mumps,Guangdong,15-24,Female,15,0,1,1,10,2021,Autumn,Rural,0,1,0,0,1,1,1,0,0,1,1,0,291
Typhoid,Shandong,45-64,Male,24,0,1,1,12,2022,Winter,Urban,1,0,0,0,0,1,0,0,0,1,1,20,230
Syphilis,Henan,0-14,Female,19,0,1,1,8,2021,Summer,Rural,0,1,0,0,0,0,0,0,1,0,0,18,866
Syphilis,Hunan,15-24,Male,16,0,1,1,7,2021,Summer,Urban,1,0,0,1,0,1,1,1,0,1,0,19,508
Dysentery,Zhejiang,0-14,Female,21,1,1,0,4,2018,Spring,Urban,0,0,1,1,0,1,0,0,1,1,1,6,513
Dysentery,Beijing,65+,Female,30,0,1,0,7,2022,Summer,Urban,0,0,0,1,0,1,1,0,0,1,1,18,263
Dysentery,Henan,25-44,Female,24,0,0,1,1,2019,Winter,Urban,1,1,0,0,0,0,1,0,0,1,0,0,433
Influenza,Guangdong,65+,Female,17,0,0,1,3,2022,Spring,Urban,0,0,0,1,0,1,0,1,0,1,1,0,250
Malaria,Hunan,25-44,Male,21,0,0,1,2,2021,Winter,Urban,0,0,0,0,0,1,1,0,0,1,1,0,860
Measles,Guangdong,45-64,Male,20,0,1,1,7,2021,Summer,Rural,0,0,1,0,0,0,1,0,1,0,0,1,789
Malaria,Shandong,15-24,Female,13,0,0,1,9,2021,Autumn,Urban,0,0,0,0,0,0,1,0,0,1,0,0,213
Tuberculosis,Shandong,45-64,Male,27,0,1,1,5,2021,Spring,Urban,1,0,0,0,0,0,0,0,1,1,1,16,627
Malaria,Yunnan,25-44,Male,14,1,0,0,9,2021,Autumn,Rural,1,0,0,0,0,0,0,0,0,1,1,0,703
Influenza,Zhejiang,25-44,Male,19,1,1,0,12,2022,Winter,Rural,1,0,0,0,0,1,1,1,1,1,1,19,769
Mumps,Henan,25-44,Female,14,1,1,0,8,2021,Summer,Urban,0,1,0,0,0,1,1,0,0,0,0,20,927
Tuberculosis,Jiangsu,0-14,Male,14,0,0,1,1,2020,Winter,Urban,1,0,0,1,0,0,1,1,0,0,1,0,460
Malaria,Jiangsu,15-24,Male,24,0,0,1,11,2020,Autumn,Urban,0,1,0,0,0,0,1,0,1,0,0,0,288
Influenza,Henan,45-64,Female,19,1,1,0,2,2018,Winter,Rural,1,1,0,0,0,1,0,1,1,0,0,16,853
Measles,Beijing,45-64,Male,10,0,0,1,6,2019,Summer,Urban,1,0,0,1,0,1,0,0,1,1,1,0,329
Malaria,Zhejiang,65+,Female,16,1,1,0,5,2020,Spring,Urban,1,0,0,1,0,0,1,0,0,1,0,25,849
Influenza,Guangdong,25-44,Female,25,0,0,1,11,2018,Autumn,Rural,1,0,1,1,0,0,0,0,0,1,1,0,873
COVID-19,Beijing,25-44,Female,22,0,1,1,7,2022,Summer,Rural,1,0,0,0,1,1,0,1,1,0,1,11,394
Dysentery,Sichuan,25-44,Male,21,0,1,1,9,2019,Autumn,Rural,1,0,0,0,0,1,1,0,0,0,1,11,616
COVID-19,Henan,45-64,Male,21,0,1,1,4,2021,Spring,Urban,1,0,0,0,0,0,1,0,1,1,1,17,870
Syphilis,Guangdong,65+,Female,14,1,1,0,8,2021,Summer,Rural,0,0,0,0,0,1,1,0,0,1,0,29,173
Dysentery,Jiangsu,0-14,Female,26,1,0,0,4,2022,Spring,Urban,1,0,0,0,0,1,0,0,0,1,1,0,129
Syphilis,Shanghai,15-24,Female,22,0,1,0,3,2019,Spring,Rural,1,0,0,1,0,1,0,0,1,1,1,5,435
Scarlet Fever,Yunnan,0-14,Female,18,0,1,1,12,2020,Winter,Rural,0,0,0,1,0,1,1,0,1,0,1,12,366
Hepatitis B,Jiangsu,45-64,Female,18,1,1,0,2,2019,Winter,Urban,1,0,0,0,0,0,0,1,0,1,1,25,742
Hepatitis B,Shandong,15-24,Male,29,0,0,1,11,2022,Autumn,Rural,1,0,0,0,0,1,1,0,0,1,0,0,527
Hepatitis B,Shanghai,45-64,Female,20,0,1,1,8,2020,Summer,Urban,1,0,0,1,0,1,0,0,0,1,0,23,665
Measles,Yunnan,45-64,Female,28,0,1,1,11,2019,Autumn,Urban,1,1,0,0,0,0,1,0,0,1,1,9,740
Dysentery,Yunnan,45-64,Female,21,0,1,1,12,2019,Winter,Rural,1,0,0,0,0,1,1,0,0,1,1,10,112
Scarlet Fever,Sichuan,15-24,Male,28,0,1,0,3,2020,Spring,Urban,1,0,0,1,0,0,0,0,1,1,0,1,674
Syphilis,Sichuan,15-24,Male,19,1,0,0,1,2018,Winter,Urban,1,0,0,0,0,1,0,1,0,1,1,0,979
Influenza,Hunan,65+,Male,28,0,1,1,6,2018,Summer,Rural,1,1,0,0,0,1,1,0,0,1,0,6,411
Tuberculosis,Jiangsu,65+,Male,20,0,1,1,5,2019,Spring,Urban,1,0,0,0,0,0,1,0,0,1,0,23,394
Influenza,Jiangsu,0-14,Female,16,0,0,1,8,2021,Summer,Urban,1,0,1,0,0,0,0,0,0,1,0,0,969
Tuberculosis,Jiangsu,15-24,Male,21,0,1,1,6,2020,Summer,Urban,1,0,1,1,0,0,0,0,0,1,0,16,166
HIV/AIDS,Beijing,15-24,Female,26,0,1,0,10,2018,Autumn,Urban,0,0,0,1,0,1,1,0,0,1,0,19,524
Influenza,Yunnan,65+,Female,19,0,0,1,10,2018,Autumn,Urban,0,0,0,0,0,1,0,0,0,1,1,0,189
Malaria,Shanghai,45-64,Female,22,0,1,1,12,2022,Winter,Urban,0,1,0,1,0,1,0,0,0,1,0,14,494
Malaria,Zhejiang,25-44,Female,28,0,1,1,12,2021,Winter,Urban,0,1,0,0,1,0,1,0,0,1,1,8,553
Typhoid,Yunnan,65+,Female,22,0,1,0,11,2018,Autumn,Urban,1,0,0,1,0,1,1,0,1,1,1,27,687
Dysentery,Sichuan,15-24,Male,28,0,0,1,2,2021,Winter,Rural,1,1,0,0,0,1,0,0,0,1,0,0,729
Tuberculosis,Guangdong,65+,Male,13,0,0,1,8,2019,Summer,Urban,1,1,0,0,0,0,1,1,0,1,1,0,697
Tuberculosis,Shandong,0-14,Male,18,0,1,1,5,2019,Spring,Rural,1,0,0,0,0,1,1,0,0,1,1,4,889
Chickenpox,Hunan,15-24,Male,21,0,1,1,12,2022,Winter,Urban,1,0,1,0,1,0,0,1,0,1,1,0,777
Mumps,Henan,0-14,Male,23,1,1,0,8,2021,Summer,Rural,0,1,0,0,0,0,1,1,1,1,1,8,623
Dysentery,Guangdong,15-24,Female,17,0,1,1,5,2020,Spring,Urban,0,0,0,1,1,1,0,0,0,1,0,0,519
Measles,Zhejiang,65+,Male,17,1,0,0,6,2022,Summer,Rural,1,0,0,1,0,1,0,0,0,0,1,0,917
Typhoid,Jiangsu,45-64,Male,17,0,1,1,10,2018,Autumn,Urban,1,0,1,0,0,0,1,0,1,1,0,4,372
Measles,Sichuan,25-44,Male,18,1,0,0,5,2019,Spring,Urban,1,0,0,0,0,0,1,0,1,1,0,0,331
COVID-19,Sichuan,65+,Female,21,0,1,1,3,2020,Spring,Urban,0,0,0,1,1,1,0,0,0,1,1,3,272
Measles,Jiangsu,45-64,Female,22,0,1,1,10,2022,Autumn,Rural,1,0,0,1,0,1,0,0,0,1,1,3,806
Measles,Henan,65+,Male,23,0,0,1,8,2021,Summer,Urban,0,0,0,0,0,0,0,0,0,1,1,0,892
Scarlet Fever,Hunan,0-14,Male,26,0,0,1,3,2019,Spring,Urban,0,0,0,0,0,1,0,0,0,1,1,0,182
Dysentery,Guangdong,25-44,Male,12,0,0,1,4,2018,Spring,Urban,1,1,1,0,0,1,1,0,1,0,0,0,968
Measles,Jiangsu,65+,Male,20,0,0,1,6,2020,Summer,Urban,1,0,1,0,0,0,0,0,1,1,0,0,725
Malaria,Zhejiang,15-24,Male,19,0,0,1,2,2020,Winter,Rural,0,0,0,0,0,0,0,0,0,1,0,0,201
Mumps,Hunan,45-64,Female,20,1,1,0,7,2020,Summer,Urban,0,0,0,0,0,0,0,0,0,1,0,21,204
Mumps,Zhejiang,65+,Male,21,0,1,1,5,2018,Spring,Urban,1,0,0,0,0,1,1,0,1,0,0,15,916
Hepatitis B,Hunan,45-64,Female,15,0,1,1,12,2020,Winter,Urban,1,0,0,0,1,1,1,1,1,1,0,5,142
HIV/AIDS,Henan,15-24,Male,21,0,1,0,10,2021,Autumn,Urban,1,0,0,1,0,0,0,0,0,1,0,10,338
